"tanggal","year","stasiun","pm10","so2","co","o3","no2","max","critical","categori","sum_partikulat"
"2015-07-05","2015","DKI1 (Bunderan HI)",94,35,47,67,20,94,"PM10","SEDANG",263
"2015-07-06","2015","DKI1 (Bunderan HI)",73,34,25,62,21,73,"PM10","SEDANG",215
"2015-07-07","2015","DKI1 (Bunderan HI)",69,37,27,59,27,69,"PM10","SEDANG",219
"2015-07-08","2015","DKI1 (Bunderan HI)",68,33,26,66,21,68,"PM10","SEDANG",214
"2015-07-09","2015","DKI1 (Bunderan HI)",61,32,21,74,22,74,"O3","SEDANG",210
"2015-07-10","2015","DKI1 (Bunderan HI)",62,35,18,56,27,62,"PM10","SEDANG",198
"2015-07-11","2015","DKI1 (Bunderan HI)",65,34,22,41,15,65,"PM10","SEDANG",177
"2015-07-12","2015","DKI1 (Bunderan HI)",59,29,17,35,13,59,"PM10","SEDANG",153
"2015-07-13","2015","DKI1 (Bunderan HI)",56,31,17,46,10,56,"PM10","SEDANG",160
"2015-07-14","2015","DKI1 (Bunderan HI)",56,32,17,32,12,56,"PM10","SEDANG",149
"2015-07-15","2015","DKI1 (Bunderan HI)",54,32,16,34,12,54,"PM10","SEDANG",148
"2015-07-16","2015","DKI1 (Bunderan HI)",51,31,14,29,9,51,"PM10","SEDANG",134
"2015-07-17","2015","DKI1 (Bunderan HI)",53,31,20,42,8,53,"PM10","SEDANG",154
"2015-07-18","2015","DKI1 (Bunderan HI)",51,30,9,41,8,51,"PM10","SEDANG",139
"2015-07-19","2015","DKI1 (Bunderan HI)",51,29,8,39,8,51,"PM10","SEDANG",135
"2015-07-20","2015","DKI1 (Bunderan HI)",49,30,9,40,8,49,"PM10","BAIK",136
"2015-07-21","2015","DKI1 (Bunderan HI)",52,30,9,40,9,52,"PM10","SEDANG",140
"2015-07-22","2015","DKI1 (Bunderan HI)",54,27,17,46,10,54,"PM10","SEDANG",154
"2015-07-23","2015","DKI1 (Bunderan HI)",58,28,16,46,11,58,"PM10","SEDANG",159
"2015-07-24","2015","DKI1 (Bunderan HI)",55,29,14,46,9,55,"PM10","SEDANG",153
"2015-07-25","2015","DKI1 (Bunderan HI)",60,32,15,46,12,60,"PM10","SEDANG",165
"2015-07-26","2015","DKI1 (Bunderan HI)",66,27,13,61,11,66,"PM10","SEDANG",178
"2015-07-27","2015","DKI1 (Bunderan HI)",61,27,22,44,17,61,"PM10","SEDANG",171
"2015-07-28","2015","DKI1 (Bunderan HI)",55,34,21,40,16,55,"PM10","SEDANG",166
"2015-07-29","2015","DKI1 (Bunderan HI)",64,33,22,41,17,64,"PM10","SEDANG",177
"2015-07-30","2015","DKI1 (Bunderan HI)",64,33,22,54,15,64,"PM10","SEDANG",188
"2015-07-31","2015","DKI1 (Bunderan HI)",60,32,21,52,22,60,"PM10","SEDANG",187
"2015-08-01","2015","DKI1 (Bunderan HI)",64,30,28,54,20,64,"PM10","SEDANG",196
"2015-08-02","2015","DKI1 (Bunderan HI)",67,27,19,63,15,67,"PM10","SEDANG",191
"2015-08-03","2015","DKI1 (Bunderan HI)",60,35,25,36,17,60,"PM10","SEDANG",173
"2015-08-04","2015","DKI1 (Bunderan HI)",76,38,27,43,24,76,"PM10","SEDANG",208
"2015-08-05","2015","DKI1 (Bunderan HI)",71,35,21,52,20,71,"PM10","SEDANG",199
"2015-08-06","2015","DKI1 (Bunderan HI)",66,34,24,51,19,66,"PM10","SEDANG",194
"2015-08-07","2015","DKI1 (Bunderan HI)",60,31,19,63,18,63,"O3","SEDANG",191
"2015-08-08","2015","DKI1 (Bunderan HI)",64,26,17,46,22,64,"PM10","SEDANG",175
"2015-08-09","2015","DKI1 (Bunderan HI)",74,30,17,49,20,74,"PM10","SEDANG",190
"2015-08-10","2015","DKI1 (Bunderan HI)",59,29,23,44,13,59,"PM10","SEDANG",168
"2015-08-11","2015","DKI1 (Bunderan HI)",62,29,24,41,15,62,"PM10","SEDANG",171
"2015-08-12","2015","DKI1 (Bunderan HI)",60,26,20,45,22,60,"PM10","SEDANG",173
"2015-08-13","2015","DKI1 (Bunderan HI)",71,25,27,38,19,71,"PM10","SEDANG",180
"2015-08-14","2015","DKI1 (Bunderan HI)",59,25,22,34,13,59,"PM10","SEDANG",153
"2015-08-15","2015","DKI1 (Bunderan HI)",55,25,19,44,16,55,"PM10","SEDANG",159
"2015-08-16","2015","DKI1 (Bunderan HI)",61,25,14,44,10,61,"PM10","SEDANG",154
"2015-08-17","2015","DKI1 (Bunderan HI)",53,27,13,39,14,53,"PM10","SEDANG",146
"2015-08-18","2015","DKI1 (Bunderan HI)",56,29,23,38,18,56,"PM10","SEDANG",164
"2015-08-19","2015","DKI1 (Bunderan HI)",62,29,24,52,16,62,"PM10","SEDANG",183
"2015-08-20","2015","DKI1 (Bunderan HI)",73,26,25,51,28,73,"PM10","SEDANG",203
"2015-08-21","2015","DKI1 (Bunderan HI)",67,28,21,57,22,67,"PM10","SEDANG",195
"2015-08-22","2015","DKI1 (Bunderan HI)",65,32,18,55,19,65,"PM10","SEDANG",189
"2015-08-23","2015","DKI1 (Bunderan HI)",68,31,14,51,20,68,"PM10","SEDANG",184
"2015-08-24","2015","DKI1 (Bunderan HI)",69,33,24,43,21,69,"PM10","SEDANG",190
"2015-08-25","2015","DKI1 (Bunderan HI)",72,34,21,55,21,72,"PM10","SEDANG",203
"2015-08-26","2015","DKI1 (Bunderan HI)",74,35,24,44,26,74,"PM10","SEDANG",203
"2015-08-27","2015","DKI1 (Bunderan HI)",71,34,22,53,22,71,"PM10","SEDANG",202
"2015-08-28","2015","DKI1 (Bunderan HI)",72,32,23,41,24,72,"PM10","SEDANG",192
"2015-08-29","2015","DKI1 (Bunderan HI)",71,32,21,41,15,71,"PM10","SEDANG",180
"2015-08-30","2015","DKI1 (Bunderan HI)",59,30,13,59,13,59,"PM10","SEDANG",174
"2015-08-31","2015","DKI1 (Bunderan HI)",63,31,17,56,24,63,"PM10","SEDANG",191
"2015-09-01","2015","DKI1 (Bunderan HI)",66,34,17,59,24,66,"PM10","SEDANG",200
"2015-09-02","2015","DKI1 (Bunderan HI)",74,39,21,43,25,74,"PM10","SEDANG",202
"2015-09-03","2015","DKI1 (Bunderan HI)",75,37,22,44,21,75,"PM10","SEDANG",199
"2015-09-04","2015","DKI1 (Bunderan HI)",67,35,21,42,19,67,"PM10","SEDANG",184
"2015-09-05","2015","DKI1 (Bunderan HI)",59,33,17,55,18,59,"PM10","SEDANG",182
"2015-09-06","2015","DKI1 (Bunderan HI)",64,32,14,58,16,64,"PM10","SEDANG",184
"2015-09-07","2015","DKI1 (Bunderan HI)",66,33,24,44,20,66,"PM10","SEDANG",187
"2015-09-08","2015","DKI1 (Bunderan HI)",70,33,23,53,18,70,"PM10","SEDANG",197
"2015-09-09","2015","DKI1 (Bunderan HI)",72,31,25,59,23,72,"PM10","SEDANG",210
"2015-09-10","2015","DKI1 (Bunderan HI)",70,35,26,52,24,70,"PM10","SEDANG",207
"2015-09-11","2015","DKI1 (Bunderan HI)",70,34,25,47,18,70,"PM10","SEDANG",194
"2015-09-12","2015","DKI1 (Bunderan HI)",69,31,20,49,17,69,"PM10","SEDANG",186
"2015-09-13","2015","DKI1 (Bunderan HI)",61,29,15,57,13,61,"PM10","SEDANG",175
"2015-09-14","2015","DKI1 (Bunderan HI)",64,28,17,65,19,65,"O3","SEDANG",193
"2015-09-15","2015","DKI1 (Bunderan HI)",75,31,27,45,23,75,"PM10","SEDANG",201
"2015-09-16","2015","DKI1 (Bunderan HI)",65,31,23,44,17,65,"PM10","SEDANG",180
"2015-09-17","2015","DKI1 (Bunderan HI)",67,33,23,46,16,67,"PM10","SEDANG",185
"2015-09-18","2015","DKI1 (Bunderan HI)",68,31,22,39,14,68,"PM10","SEDANG",174
"2015-09-19","2015","DKI1 (Bunderan HI)",67,33,21,38,17,67,"PM10","SEDANG",176
"2015-09-20","2015","DKI1 (Bunderan HI)",54,30,16,60,19,60,"O3","SEDANG",179
"2015-09-21","2015","DKI1 (Bunderan HI)",54,32,26,53,22,53,"O3","SEDANG",187
"2015-09-22","2015","DKI1 (Bunderan HI)",83,34,29,46,24,83,"PM10","SEDANG",216
"2015-09-23","2015","DKI1 (Bunderan HI)",82,37,29,71,23,82,"PM10","SEDANG",242
"2015-09-24","2015","DKI1 (Bunderan HI)",83,33,35,66,23,83,"PM10","SEDANG",240
"2015-09-25","2015","DKI1 (Bunderan HI)",79,32,21,65,19,79,"PM10","SEDANG",216
"2015-09-26","2015","DKI1 (Bunderan HI)",77,34,21,39,18,77,"PM10","SEDANG",189
"2015-09-27","2015","DKI1 (Bunderan HI)",74,32,16,48,13,74,"PM10","SEDANG",183
"2015-09-28","2015","DKI1 (Bunderan HI)",61,30,20,45,19,61,"PM10","SEDANG",175
"2015-09-29","2015","DKI1 (Bunderan HI)",74,31,26,40,20,74,"PM10","SEDANG",191
"2015-09-30","2015","DKI1 (Bunderan HI)",67,33,21,39,23,67,"PM10","SEDANG",183
"2015-10-01","2015","DKI1 (Bunderan HI)",76,36,26,47,27,76,"PM10","SEDANG",212
"2015-10-02","2015","DKI1 (Bunderan HI)",68,33,23,40,16,68,"PM10","SEDANG",180
"2015-10-03","2015","DKI1 (Bunderan HI)",66,32,19,43,12,66,"PM10","SEDANG",172
"2015-10-04","2015","DKI1 (Bunderan HI)",67,33,16,45,11,67,"PM10","SEDANG",172
"2015-10-05","2015","DKI1 (Bunderan HI)",63,31,20,45,21,63,"PM10","SEDANG",180
"2015-10-06","2015","DKI1 (Bunderan HI)",82,33,23,49,22,82,"PM10","SEDANG",209
"2015-10-07","2015","DKI1 (Bunderan HI)",71,30,23,46,25,71,"PM10","SEDANG",195
"2015-10-08","2015","DKI1 (Bunderan HI)",70,27,24,43,23,70,"PM10","SEDANG",187
"2015-10-09","2015","DKI1 (Bunderan HI)",64,27,23,42,22,64,"PM10","SEDANG",178
"2015-10-10","2015","DKI1 (Bunderan HI)",74,31,25,48,18,74,"PM10","SEDANG",196
"2015-10-11","2015","DKI1 (Bunderan HI)",62,32,16,45,11,62,"PM10","SEDANG",166
"2015-10-12","2015","DKI1 (Bunderan HI)",63,32,23,46,21,63,"PM10","SEDANG",185
"2015-10-13","2015","DKI1 (Bunderan HI)",64,28,22,38,22,64,"PM10","SEDANG",174
"2015-10-14","2015","DKI1 (Bunderan HI)",60,29,18,57,21,60,"PM10","SEDANG",185
"2015-10-15","2015","DKI1 (Bunderan HI)",78,31,27,51,19,78,"PM10","SEDANG",206
"2015-10-16","2015","DKI1 (Bunderan HI)",55,34,22,60,24,60,"O3","SEDANG",195
"2015-10-17","2015","DKI1 (Bunderan HI)",70,36,26,36,19,70,"PM10","SEDANG",187
"2015-10-18","2015","DKI1 (Bunderan HI)",77,33,37,71,20,77,"PM10","SEDANG",238
"2015-10-19","2015","DKI1 (Bunderan HI)",77,36,30,48,22,77,"PM10","SEDANG",213
"2015-10-20","2015","DKI1 (Bunderan HI)",66,35,25,60,23,66,"PM10","SEDANG",209
"2015-10-21","2015","DKI1 (Bunderan HI)",69,33,23,47,23,69,"PM10","SEDANG",195
"2015-10-22","2015","DKI1 (Bunderan HI)",57,34,22,41,14,57,"PM10","SEDANG",168
"2015-10-23","2015","DKI1 (Bunderan HI)",73,34,25,40,26,73,"PM10","SEDANG",198
"2015-10-24","2015","DKI1 (Bunderan HI)",81,34,27,50,25,81,"PM10","SEDANG",217
"2015-10-25","2015","DKI1 (Bunderan HI)",72,29,17,61,19,72,"PM10","SEDANG",198
"2015-10-26","2015","DKI1 (Bunderan HI)",74,29,28,44,24,74,"PM10","SEDANG",199
"2015-10-27","2015","DKI1 (Bunderan HI)",84,33,31,45,27,84,"PM10","SEDANG",220
"2015-10-28","2015","DKI1 (Bunderan HI)",68,28,26,32,21,68,"PM10","SEDANG",175
"2015-10-29","2015","DKI1 (Bunderan HI)",68,27,27,36,24,68,"PM10","SEDANG",182
"2015-10-30","2015","DKI1 (Bunderan HI)",75,27,26,41,22,75,"PM10","SEDANG",191
"2015-10-31","2015","DKI1 (Bunderan HI)",71,27,29,39,26,71,"PM10","SEDANG",192
"2015-11-01","2015","DKI1 (Bunderan HI)",65,27,17,42,19,65,"PM10","SEDANG",170
"2015-11-02","2015","DKI1 (Bunderan HI)",72,27,30,27,24,72,"PM10","SEDANG",180
"2015-11-03","2015","DKI1 (Bunderan HI)",57,27,22,46,17,57,"PM10","SEDANG",169
"2015-11-04","2015","DKI1 (Bunderan HI)",62,28,26,18,19,62,"PM10","SEDANG",153
"2015-11-05","2015","DKI1 (Bunderan HI)",77,25,31,31,19,77,"PM10","SEDANG",183
"2015-11-06","2015","DKI1 (Bunderan HI)",73,18,25,27,20,73,"PM10","SEDANG",163
"2015-11-07","2015","DKI1 (Bunderan HI)",69,18,29,27,24,69,"PM10","SEDANG",167
"2015-11-08","2015","DKI1 (Bunderan HI)",78,18,39,32,18,78,"PM10","SEDANG",185
"2015-11-09","2015","DKI1 (Bunderan HI)",53,18,18,44,18,53,"PM10","SEDANG",151
"2015-11-10","2015","DKI1 (Bunderan HI)",57,18,22,41,23,57,"PM10","SEDANG",161
"2015-11-11","2015","DKI1 (Bunderan HI)",73,18,31,41,25,73,"PM10","SEDANG",188
"2015-11-12","2015","DKI1 (Bunderan HI)",74,18,31,41,22,74,"PM10","SEDANG",186
"2015-11-13","2015","DKI1 (Bunderan HI)",56,18,20,36,21,56,"PM10","SEDANG",151
"2015-11-14","2015","DKI1 (Bunderan HI)",53,18,20,46,24,53,"PM10","SEDANG",161
"2015-11-15","2015","DKI1 (Bunderan HI)",60,18,23,46,15,60,"PM10","SEDANG",162
"2015-11-16","2015","DKI1 (Bunderan HI)",51,18,14,35,15,51,"PM10","SEDANG",133
"2015-11-17","2015","DKI1 (Bunderan HI)",56,18,18,34,20,56,"PM10","SEDANG",146
"2015-11-18","2015","DKI1 (Bunderan HI)",66,18,17,28,17,66,"PM10","SEDANG",146
"2015-11-19","2015","DKI1 (Bunderan HI)",60,18,14,13,17,60,"PM10","SEDANG",122
"2015-11-20","2015","DKI1 (Bunderan HI)",71,18,20,40,20,71,"PM10","SEDANG",169
"2015-11-21","2015","DKI1 (Bunderan HI)",70,18,13,19,19,70,"PM10","SEDANG",139
"2015-11-22","2015","DKI1 (Bunderan HI)",63,18,11,44,18,63,"PM10","SEDANG",154
"2015-11-23","2015","DKI1 (Bunderan HI)",65,18,17,29,17,65,"PM10","SEDANG",146
"2015-11-24","2015","DKI1 (Bunderan HI)",59,18,18,25,15,59,"PM10","SEDANG",135
"2015-11-25","2015","DKI1 (Bunderan HI)",67,18,25,39,27,67,"PM10","SEDANG",176
"2015-11-26","2015","DKI1 (Bunderan HI)",51,19,19,35,24,51,"PM10","SEDANG",148
"2015-11-27","2015","DKI1 (Bunderan HI)",72,19,17,35,22,72,"PM10","SEDANG",165
"2015-11-28","2015","DKI1 (Bunderan HI)",71,18,17,46,24,71,"PM10","SEDANG",176
"2015-11-29","2015","DKI1 (Bunderan HI)",62,18,15,20,17,62,"PM10","SEDANG",132
"2015-11-30","2015","DKI1 (Bunderan HI)",69,18,15,33,21,69,"PM10","SEDANG",156
"2015-12-01","2015","DKI1 (Bunderan HI)",62,18,37,40,22,62,"PM10","SEDANG",179
"2015-12-02","2015","DKI1 (Bunderan HI)",65,20,19,51,20,65,"PM10","SEDANG",175
"2015-12-03","2015","DKI1 (Bunderan HI)",69,21,25,43,26,69,"PM10","SEDANG",184
"2015-12-04","2015","DKI1 (Bunderan HI)",63,21,23,36,24,63,"PM10","SEDANG",167
"2015-12-05","2015","DKI1 (Bunderan HI)",66,20,27,39,25,66,"PM10","SEDANG",177
"2015-12-06","2015","DKI1 (Bunderan HI)",71,20,34,46,19,71,"PM10","SEDANG",190
"2015-12-07","2015","DKI1 (Bunderan HI)",54,24,24,27,14,27,"O3","BAIK",143
"2015-12-08","2015","DKI1 (Bunderan HI)",54,26,24,20,14,26,"SO2","BAIK",138
"2015-12-09","2015","DKI1 (Bunderan HI)",54,27,24,45,14,45,"O3","BAIK",164
"2015-12-10","2015","DKI1 (Bunderan HI)",54,28,24,50,14,50,"O3","BAIK",170
"2015-12-11","2015","DKI1 (Bunderan HI)",54,27,20,40,14,40,"O3","BAIK",155
"2015-12-12","2015","DKI1 (Bunderan HI)",54,25,18,36,14,36,"O3","BAIK",147
"2015-12-13","2015","DKI1 (Bunderan HI)",54,25,24,29,14,29,"O3","BAIK",146
"2015-12-14","2015","DKI1 (Bunderan HI)",54,21,12,16,14,21,"SO2","BAIK",117
"2015-12-15","2015","DKI1 (Bunderan HI)",54,22,24,15,14,22,"SO2","BAIK",129
"2015-12-16","2015","DKI1 (Bunderan HI)",54,19,15,27,14,27,"O3","BAIK",129
"2015-12-17","2015","DKI1 (Bunderan HI)",39,18,15,20,14,39,"PM10","BAIK",106
"2015-12-18","2015","DKI1 (Bunderan HI)",46,18,13,24,14,46,"PM10","BAIK",115
"2015-12-19","2015","DKI1 (Bunderan HI)",68,18,16,25,14,68,"PM10","SEDANG",141
"2015-12-20","2015","DKI1 (Bunderan HI)",51,18,20,31,14,51,"PM10","SEDANG",134
"2015-12-21","2015","DKI1 (Bunderan HI)",37,18,11,27,14,37,"PM10","BAIK",107
"2015-12-22","2015","DKI1 (Bunderan HI)",48,18,9,24,14,48,"PM10","BAIK",113
"2015-12-23","2015","DKI1 (Bunderan HI)",41,19,10,21,14,41,"PM10","BAIK",105
"2015-12-24","2015","DKI1 (Bunderan HI)",40,18,9,23,14,40,"PM10","BAIK",104
"2015-12-25","2015","DKI1 (Bunderan HI)",38,18,10,37,14,38,"PM10","BAIK",117
"2015-12-26","2015","DKI1 (Bunderan HI)",41,19,9,32,14,41,"PM10","BAIK",115
"2015-12-27","2015","DKI1 (Bunderan HI)",51,19,12,32,14,51,"PM10","SEDANG",128
"2015-12-28","2015","DKI1 (Bunderan HI)",54,19,21,46,14,54,"PM10","SEDANG",154
"2015-12-29","2015","DKI1 (Bunderan HI)",56,19,21,25,14,56,"PM10","SEDANG",135
"2015-12-30","2015","DKI1 (Bunderan HI)",55,19,15,23,14,55,"PM10","SEDANG",126
"2015-12-31","2015","DKI1 (Bunderan HI)",43,19,14,22,2,43,"PM10","BAIK",100
"2016-01-01","2016","DKI1 (Bunderan HI)",59,19,27,31,1,59,"PM10","SEDANG",137
"2016-01-02","2016","DKI1 (Bunderan HI)",52,19,24,33,2,52,"PM10","SEDANG",130
"2016-01-03","2016","DKI1 (Bunderan HI)",44,19,24,36,2,44,"PM10","BAIK",125
"2016-01-04","2016","DKI1 (Bunderan HI)",58,21,24,46,5,58,"PM10","SEDANG",154
"2016-01-05","2016","DKI1 (Bunderan HI)",70,19,24,41,4,70,"PM10","SEDANG",158
"2016-01-06","2016","DKI1 (Bunderan HI)",69,19,24,19,4,69,"PM10","SEDANG",135
"2016-01-07","2016","DKI1 (Bunderan HI)",58,19,24,25,3,58,"PM10","SEDANG",129
"2016-01-08","2016","DKI1 (Bunderan HI)",46,24,24,46,3,46,"PM10","BAIK",143
"2016-01-09","2016","DKI1 (Bunderan HI)",51,32,24,46,2,51,"PM10","SEDANG",155
"2016-01-10","2016","DKI1 (Bunderan HI)",59,39,24,43,3,59,"PM10","SEDANG",168
"2016-01-11","2016","DKI1 (Bunderan HI)",66,38,24,29,3,66,"PM10","SEDANG",160
"2016-01-12","2016","DKI1 (Bunderan HI)",60,37,24,31,4,60,"PM10","SEDANG",156
"2016-01-13","2016","DKI1 (Bunderan HI)",60,37,24,46,2,60,"PM10","SEDANG",169
"2016-01-14","2016","DKI1 (Bunderan HI)",51,38,24,46,3,51,"PM10","SEDANG",162
"2016-01-15","2016","DKI1 (Bunderan HI)",53,42,24,46,3,53,"PM10","SEDANG",168
"2016-01-16","2016","DKI1 (Bunderan HI)",59,42,26,95,4,95,"O3","SEDANG",226
"2016-01-17","2016","DKI1 (Bunderan HI)",58,42,19,149,4,149,"O3","TIDAK SEHAT",272
"2016-01-18","2016","DKI1 (Bunderan HI)",73,44,32,87,4,87,"O3","SEDANG",240
"2016-01-19","2016","DKI1 (Bunderan HI)",60,45,24,78,4,78,"O3","SEDANG",211
"2016-01-20","2016","DKI1 (Bunderan HI)",54,44,33,69,3,69,"O3","SEDANG",203
"2016-01-21","2016","DKI1 (Bunderan HI)",66,48,31,53,3,66,"PM10","SEDANG",201
"2016-01-22","2016","DKI1 (Bunderan HI)",65,41,31,45,2,65,"PM10","SEDANG",184
"2016-01-23","2016","DKI1 (Bunderan HI)",43,40,25,51,3,51,"O3","SEDANG",162
"2016-01-24","2016","DKI1 (Bunderan HI)",55,41,38,48,2,55,"PM10","SEDANG",184
"2016-01-25","2016","DKI1 (Bunderan HI)",33,40,32,49,4,49,"O3","BAIK",158
"2016-01-26","2016","DKI1 (Bunderan HI)",61,42,40,54,3,61,"PM10","SEDANG",200
"2016-01-27","2016","DKI1 (Bunderan HI)",74,43,41,61,4,74,"PM10","SEDANG",223
"2016-01-28","2016","DKI1 (Bunderan HI)",58,42,30,77,3,77,"O3","SEDANG",210
"2016-01-29","2016","DKI1 (Bunderan HI)",58,44,29,79,4,79,"O3","SEDANG",214
"2016-01-30","2016","DKI1 (Bunderan HI)",45,42,22,62,2,62,"O3","SEDANG",173
"2016-01-31","2016","DKI1 (Bunderan HI)",48,42,21,51,2,51,"O3","SEDANG",164
"2016-02-01","2016","DKI1 (Bunderan HI)",61,42,20,49,3,61,"PM10","SEDANG",175
"2016-02-02","2016","DKI1 (Bunderan HI)",46,40,24,51,3,51,"O3","SEDANG",164
"2016-02-03","2016","DKI1 (Bunderan HI)",41,43,21,55,3,55,"O3","SEDANG",163
"2016-02-04","2016","DKI1 (Bunderan HI)",61,45,21,60,3,61,"PM10","SEDANG",190
"2016-02-05","2016","DKI1 (Bunderan HI)",54,45,27,60,3,60,"O3","SEDANG",189
"2016-02-06","2016","DKI1 (Bunderan HI)",65,45,35,59,3,65,"PM10","SEDANG",207
"2016-02-07","2016","DKI1 (Bunderan HI)",52,39,38,59,2,59,"O3","SEDANG",190
"2016-02-08","2016","DKI1 (Bunderan HI)",47,40,25,48,2,48,"O3","BAIK",162
"2016-02-09","2016","DKI1 (Bunderan HI)",20,41,13,53,2,53,"O3","SEDANG",129
"2016-02-10","2016","DKI1 (Bunderan HI)",39,43,18,40,2,43,"SO2","BAIK",142
"2016-02-11","2016","DKI1 (Bunderan HI)",43,43,21,55,3,55,"O3","SEDANG",165
"2016-02-12","2016","DKI1 (Bunderan HI)",46,43,27,31,3,46,"PM10","BAIK",150
"2016-02-13","2016","DKI1 (Bunderan HI)",52,31,55,52,14,55,"CO","SEDANG",204
"2016-02-14","2016","DKI1 (Bunderan HI)",52,28,27,60,2,60,"O3","SEDANG",169
"2016-02-15","2016","DKI1 (Bunderan HI)",54,28,29,46,2,54,"PM10","SEDANG",159
"2016-02-16","2016","DKI1 (Bunderan HI)",50,28,24,37,2,50,"PM10","BAIK",141
"2016-02-17","2016","DKI1 (Bunderan HI)",42,27,23,37,2,42,"PM10","BAIK",131
"2016-02-18","2016","DKI1 (Bunderan HI)",56,28,41,37,2,56,"PM10","SEDANG",164
"2016-02-19","2016","DKI1 (Bunderan HI)",62,27,40,38,3,62,"PM10","SEDANG",170
"2016-02-20","2016","DKI1 (Bunderan HI)",64,27,27,34,2,64,"PM10","SEDANG",154
"2016-02-21","2016","DKI1 (Bunderan HI)",58,27,29,37,2,58,"PM10","SEDANG",153
"2016-02-22","2016","DKI1 (Bunderan HI)",51,26,25,39,2,51,"PM10","SEDANG",143
"2016-02-23","2016","DKI1 (Bunderan HI)",54,27,27,44,2,54,"PM10","SEDANG",154
"2016-02-24","2016","DKI1 (Bunderan HI)",53,27,26,35,2,53,"PM10","SEDANG",143
"2016-02-25","2016","DKI1 (Bunderan HI)",39,26,33,35,2,39,"PM10","BAIK",135
"2016-02-26","2016","DKI1 (Bunderan HI)",49,27,32,37,3,49,"PM10","BAIK",148
"2016-02-27","2016","DKI1 (Bunderan HI)",49,27,29,29,1,49,"PM10","BAIK",135
"2016-02-28","2016","DKI1 (Bunderan HI)",42,26,19,29,2,42,"PM10","BAIK",118
"2016-02-29","2016","DKI1 (Bunderan HI)",46,26,29,29,3,46,"PM10","BAIK",133
"2016-03-01","2016","DKI1 (Bunderan HI)",16,26,27,28,2,28,"O3","BAIK",99
"2016-03-02","2016","DKI1 (Bunderan HI)",33,26,25,30,2,33,"PM10","BAIK",116
"2016-03-03","2016","DKI1 (Bunderan HI)",51,26,39,37,2,51,"PM10","SEDANG",155
"2016-03-04","2016","DKI1 (Bunderan HI)",41,26,23,35,1,41,"PM10","BAIK",126
"2016-03-05","2016","DKI1 (Bunderan HI)",42,26,23,39,2,42,"PM10","BAIK",132
"2016-03-06","2016","DKI1 (Bunderan HI)",62,26,33,43,2,62,"PM10","SEDANG",166
"2016-03-07","2016","DKI1 (Bunderan HI)",36,26,29,44,4,44,"O3","BAIK",139
"2016-03-08","2016","DKI1 (Bunderan HI)",40,26,28,40,2,40,"PM10","BAIK",136
"2016-03-09","2016","DKI1 (Bunderan HI)",58,26,29,53,2,58,"PM10","SEDANG",168
"2016-03-10","2016","DKI1 (Bunderan HI)",52,26,32,81,4,81,"O3","SEDANG",195
"2016-03-11","2016","DKI1 (Bunderan HI)",48,26,31,71,4,71,"O3","SEDANG",180
"2016-03-12","2016","DKI1 (Bunderan HI)",48,26,33,45,3,48,"PM10","BAIK",155
"2016-03-13","2016","DKI1 (Bunderan HI)",37,26,27,49,2,49,"O3","BAIK",141
"2016-03-14","2016","DKI1 (Bunderan HI)",54,26,27,41,4,54,"PM10","SEDANG",152
"2016-03-15","2016","DKI1 (Bunderan HI)",51,26,33,87,5,87,"O3","SEDANG",202
"2016-03-16","2016","DKI1 (Bunderan HI)",57,26,36,51,4,57,"PM10","SEDANG",174
"2016-03-17","2016","DKI1 (Bunderan HI)",44,26,28,49,3,49,"O3","BAIK",150
"2016-03-18","2016","DKI1 (Bunderan HI)",41,26,29,40,3,41,"PM10","BAIK",139
"2016-03-19","2016","DKI1 (Bunderan HI)",40,26,26,49,3,49,"O3","BAIK",144
"2016-03-20","2016","DKI1 (Bunderan HI)",47,26,30,45,3,47,"PM10","BAIK",151
"2016-03-21","2016","DKI1 (Bunderan HI)",54,26,35,36,2,36,"O3","BAIK",153
"2016-03-22","2016","DKI1 (Bunderan HI)",70,26,35,19,2,70,"PM10","SEDANG",152
"2016-03-23","2016","DKI1 (Bunderan HI)",27,26,25,19,3,27,"PM10","BAIK",100
"2016-03-24","2016","DKI1 (Bunderan HI)",51,26,27,22,4,51,"PM10","SEDANG",130
"2016-03-25","2016","DKI1 (Bunderan HI)",65,26,31,30,4,65,"PM10","SEDANG",156
"2016-03-26","2016","DKI1 (Bunderan HI)",72,26,31,17,3,72,"PM10","SEDANG",149
"2016-03-27","2016","DKI1 (Bunderan HI)",47,26,26,26,2,47,"PM10","BAIK",127
"2016-03-28","2016","DKI1 (Bunderan HI)",54,17,24,46,14,0,"TIDAK ADA DATA","TIDAK ADA DATA",155
"2016-03-29","2016","DKI1 (Bunderan HI)",55,26,23,16,2,55,"PM10","SEDANG",122
"2016-03-30","2016","DKI1 (Bunderan HI)",73,27,30,15,2,73,"PM10","SEDANG",147
"2016-03-31","2016","DKI1 (Bunderan HI)",60,26,30,13,3,60,"PM10","SEDANG",132
"2016-04-01","2016","DKI1 (Bunderan HI)",74,27,35,16,3,74,"PM10","SEDANG",155
"2016-04-02","2016","DKI1 (Bunderan HI)",57,26,29,18,2,57,"PM10","SEDANG",132
"2016-04-03","2016","DKI1 (Bunderan HI)",53,27,27,23,4,53,"PM10","SEDANG",134
"2016-04-04","2016","DKI1 (Bunderan HI)",34,27,28,21,5,34,"PM10","BAIK",115
